Gene,p.value,P.adjusted.BH,logFC,Gene.symbol
8015735,6.87e-07,1.58e-05,-1.6897749,nan
8017098,8.65e-11,1.43e-08,-1.1005907,nan
8017885,1.9e-06,3.51e-05,-1.104388,ABCA8
8022666,6.05e-09,3.8e-07,-1.0283231,CHST9
8029693,1.09e-05,0.000140005,-1.1699062,FOSB
8036699,4.3e-05,0.000419203,-1.2944747,SYCN
8038633,6.88e-06,9.83e-05,-1.9187229,KLK1
8041727,0.001705252,0.007752657,-1.073476,SLC3A1
8042978,0.001673022,0.007642481,-1.3113611,REG3G
8042986,0.000822273,0.004422712,-1.7448384,REG1A
8044700,4.38e-06,6.81e-05,-1.204828,DPP10
8046116,2.93e-07,7.98e-06,-1.4543064,G6PC2
8047300,1.64e-11,3.92e-09,-2.0361547,AOX1
8049729,8.62e-07,1.91e-05,-1.1688947,AQP12B///AQP12A
8049990,2.74e-08,1.24e-06,-1.1093278,FAM150B
8052372,1.48e-05,0.000180041,-1.3568427,MIR217
8052940,8.02e-07,1.8e-05,-1.6394584,PAIP2B///VPS36
8053330,0.000593667,0.003417462,-2.1335769,REG1B
8053337,0.000319119,0.002072588,-2.1295849,REG1CP
8054281,1.27e-11,3.36e-09,-1.0700796,LONRF2
8056327,2.69e-07,7.46e-06,-1.2659649,GRB14
8057056,3.68e-11,7.58e-09,-1.4561933,TTN
8057377,7.63e-11,1.31e-08,-1.2015218,CCDC141
8058591,3.6e-08,1.53e-06,-1.6686389,ACADL
8060126,7.02e-07,1.61e-05,-1.1893464,AQP12B///AQP12A
8060134,2.5e-09,1.91e-07,-1.0356758,KIF1A
8062948,1.76e-06,3.31e-05,-1.7077773,RBPJL
8068684,0.000715538,0.003966371,-1.0574936,FAM3B
8074201,1.26e-06,2.56e-05,-1.3759078,ANKRD62
8078956,8.15e-07,1.82e-05,-1.1130029,nan
8083246,0.00038507,0.002417703,-1.8422931,CPB1
8089402,2.75e-06,4.68e-05,-1.321844,GUCA1C
8091910,2.19e-06,3.91e-05,-2.4767376,SERPINI2
8092682,2.64e-06,4.55e-05,-1.3220569,SST
8095585,0.000165382,0.001233379,-1.5267887,SLC4A4
8095628,2.78e-07,7.64e-06,-2.6310982,ALB
8096845,5.12e-06,7.76e-05,-2.0791816,EGF
8098654,2.35e-10,2.94e-08,-1.0101842,KLKB1
8098671,8.33e-08,3.03e-06,-2.006714,F11
8100853,7.79e-05,0.00067603,-1.3070631,GC
8101881,7.3e-08,2.71e-06,-1.6765011,ADH1B
8104068,8.31e-06,0.00011369,-1.0264629,nan
8105084,1.51e-05,0.000181992,-1.4541744,C7
8105607,2.76e-06,4.7e-05,-1.1697213,FAM159B
8106827,4.77e-09,3.15e-07,-1.1424538,ADGRV1
8110990,8.43e-08,3.04e-06,-1.3781816,CTNND2
8111677,1.08e-10,1.65e-08,-1.3452642,LIFR
8111864,7.99e-08,2.93e-06,-1.5355449,C6
8113234,4.83e-09,3.18e-07,-1.3241064,PCSK1
8113666,1.92e-09,1.56e-07,-1.0293164,SEMA6A
8117288,5.92e-07,1.41e-05,-1.7441982,SCGN
8117304,1.45e-05,0.000177506,-1.4346631,SLC17A4
8119620,2.78e-05,0.000294829,-1.3901202,GNMT
8121515,7.9e-05,0.000683393,-1.0443833,SLC16A10
8124196,2.02e-05,0.000229829,-1.3135133,DCDC2
8125936,1.82e-05,0.000211468,-2.5449413,CLPS
8126954,0.001274344,0.006177838,-1.2130362,PKHD1
8127065,1.37e-06,2.72e-05,-1.4493653,GSTA2
8127072,9.28e-06,0.000123663,-1.1862356,GSTA1
8133876,1.87e-07,5.59e-06,-1.2904853,CD36
8135378,1.56e-09,1.33e-07,-1.0549731,PRKAR2B
8136187,3.24e-05,0.000333719,-2.6502338,CPA2
8136235,0.000157795,0.001187532,-2.0943071,CPA1
8136790,0.000513726,0.00304283,-1.3390973,PRSS2///PRSS3P2///PRSS2
8136795,0.000291748,0.001925803,-1.7786876,PRSS1
8136801,0.000274037,0.001832604,-1.5307853,PRSS3P2
8141016,6.32e-07,1.48e-05,-1.4106651,TFPI2
8141094,2.26e-08,1.07e-06,-1.61166,PDK4
8142270,2.18e-08,1.03e-06,-1.6280118,NRCAM
8144786,7.04e-11,1.23e-08,-1.5674787,SLC7A2
8145532,2.68e-11,5.95e-09,-1.309602,EPHX2
8146687,7.09e-10,7.2e-08,-1.0653827,ADHFE1
8148003,4.45e-05,0.00043154,-1.3557504,SLC30A8
8149521,3.23e-05,0.000333708,-1.6669633,FGL1
8149927,1.83e-10,2.41e-08,-1.0502238,CLU
8151532,1.23e-05,0.000154476,-1.6241164,FABP4
8154848,0.000140034,0.001080059,-1.2143664,PRSS3
8156571,7.11e-06,0.000100603,-1.0535273,MIR27B///C9orf3
8158976,1.62e-05,0.000191665,-2.71677,CEL
8158987,3.68e-06,5.9e-05,-1.4747756,CELP
8161755,4.23e-08,1.73e-06,-1.0122549,ALDH1A1
8163116,1.07e-06,2.26e-05,-1.0014458,EPB41L4B
8163839,3.22e-07,8.63e-06,-1.1974638,C5
8166202,8.49e-06,0.000115353,-1.3544622,GRPR
8166784,8.8e-11,1.44e-08,-1.1334431,TSPAN7
8167027,1.28e-08,6.68e-07,-1.2929591,RGN
8169291,2.54e-05,0.00027342,-1.5537998,nan
8169389,9.09e-08,3.22e-06,-1.4388473,PAK3
8174201,4.9e-09,3.21e-07,-1.3355184,BEX1
8174513,8.57e-05,0.000728767,-1.0388273,CHRDL1
8176193,1.19e-06,2.47e-05,-1.1382302,F8
