Gene,p.value,P.adjusted.BH,logFC,Gene.symbol
226552_at,1.74e-15,1.03e-12,1.31944123,IER5L
226560_at,1.36e-08,2.24e-07,1.69003273,SGPP2
226568_at,1.65e-08,2.53e-07,1.37960698,FAM102B
226576_at,1.57e-10,8.76e-09,1.4637911,ARHGAP26
226582_at,3.29e-07,2.11e-06,1.02895601,LOC400043
226603_at,3.11e-07,2.02e-06,1.18099622,SAMD9L
226604_at,2.04e-10,1.07e-08,1.20023067,TMTC3
226609_at,7.27e-17,1.17e-13,1.73398124,DCBLD1
226621_at,1.73e-10,9.44e-09,1.84159607,OSMR
226622_at,4.54e-07,2.69e-06,1.24337155,MUC20
226632_at,4.89e-11,3.49e-09,1.11232462,CYGB
226633_at,1.54e-05,4.68e-05,1.19685722,RAB8B
226641_at,0.000195797,0.000432131,1.15744128,ANKRD44
226658_at,6.05e-12,6.63e-10,1.14843535,PDPN
226663_at,6.23e-10,2.5e-08,1.2716642,ANKRD10-IT1
226676_at,2.98e-10,1.43e-08,1.98197218,ZNF521
226677_at,7.92e-10,2.98e-08,2.18952756,ZNF521
226694_at,7.2e-06,2.46e-05,1.0823113,PALM2-AKAP2///AKAP2
226695_at,1.34e-12,1.98e-10,2.65734682,PRRX1
226722_at,6.41e-12,6.92e-10,1.1444456,FAM20C
226725_at,7.8e-09,1.51e-07,1.20130865,SLFN5
226726_at,7.68e-14,2.06e-11,1.54335995,MBOAT2
226731_at,7.14e-08,7e-07,1.37439438,ITGA1
226743_at,9.87e-09,1.79e-07,1.37313376,SLFN11
226751_at,6.06e-07,3.34e-06,1.23093079,CNRIP1
226756_at,2.61e-08,3.47e-07,1.25213174,CCDC71L
226757_at,2.92e-09,7.58e-08,1.46033168,IFIT2
226763_at,2.1e-11,1.75e-09,1.1143436,SESTD1
226769_at,3.46e-09,8.51e-08,1.32715345,FIBIN
226771_at,1.47e-05,4.52e-05,1.14686053,ATP8B2
226777_at,1.55e-12,2.24e-10,3.06479536,ADAM12
226789_at,3.13e-05,8.61e-05,1.4471693,EMB
226795_at,1.1e-08,1.93e-07,1.26459552,LRCH1
226799_at,7.81e-11,5.06e-09,1.06124145,FGD6
226810_at,9.66e-07,4.81e-06,1.02216548,OGFRL1
226818_at,0.003628651,0.006073671,1.1420247,MPEG1
226825_s_at,3.84e-08,4.54e-07,1.0747317,TMEM165
226834_at,5.64e-07,3.17e-06,1.73425995,CLMP
226837_at,1.62e-08,2.51e-07,1.53914497,SPRED1
226841_at,0.002191842,0.003833497,1.15727647,MPEG1
226853_at,1.75e-07,1.33e-06,1.19199347,BMP2K
226865_at,4.28e-13,7.98e-11,2.47658647,PLXDC2
226869_at,2.12e-11,1.77e-09,1.18650717,MEGF6
226873_at,4.09e-11,3.02e-09,1.2693323,FAM63B
226875_at,2.16e-07,1.56e-06,1.94900067,DOCK11
226878_at,2.81e-05,7.85e-05,1.01099035,HLA-DOA
226884_at,5.67e-14,1.58e-11,1.68745871,LRRN1
226885_at,1.03e-13,2.56e-11,1.29088248,RNF217
226899_at,2.29e-13,4.86e-11,1.42197638,UNC5B
226930_at,2.05e-15,1.13e-12,2.72629222,FNDC1
226932_at,1.1e-08,1.93e-07,1.13592453,SSPN
226936_at,6.36e-08,6.45e-07,1.3386255,CENPW
226985_at,5.38e-07,3.06e-06,1.01642998,FGD5
226997_at,8.86e-20,8.07e-16,2.42053266,ADAMTS12
227013_at,3.94e-09,9.31e-08,1.24087751,LATS2
227014_at,9.22e-07,4.64e-06,1.03390151,ASPHD2
227036_at,1.58e-15,9.62e-13,1.50563371,RASAL2
227038_at,9.15e-06,3.01e-05,1.052042,SGMS2
227041_at,7.05e-13,1.19e-10,1.35642887,SESTD1
227051_at,8.58e-12,8.59e-10,1.73634645,BACE2
227059_at,4.03e-11,3e-09,1.76994752,GPC6
227061_at,7.58e-08,7.31e-07,1.77078019,LINC01279
227062_at,2.18e-10,1.12e-08,1.30258147,MIR612///NEAT1
227068_at,1.08e-07,9.42e-07,1.06289599,PGK1
227070_at,6.42e-13,1.1e-10,2.46866553,GLT8D2
227099_s_at,1.08e-05,3.46e-05,1.28370265,C11orf96
227125_at,5.02e-07,2.91e-06,1.07248393,IFNAR2
227126_at,4.33e-10,1.9e-08,1.17855929,PTPRG
227139_s_at,4.3e-07,2.58e-06,1.02482424,HPS3
227140_at,5.69e-19,3.11e-15,5.18466533,INHBA
227148_at,2.97e-08,3.79e-07,1.26318136,PLEKHH2
227152_at,0.000685022,0.001336292,1.09040153,KIAA1551
227174_at,0.00025464,0.000547138,1.48308915,WDR72
227177_at,0.000637963,0.001253977,1.03024543,CORO2A
227188_at,8.18e-08,7.7e-07,1.08527581,EVA1C
227196_at,0.000139907,0.000320153,1.09545571,RHPN2
227210_at,1.75e-06,7.69e-06,1.27854539,SFMBT2
227230_s_at,3.28e-07,2.11e-06,1.76496035,KIAA1211
227231_at,4.22e-06,1.57e-05,1.28615307,KIAA1211
227236_at,5.99e-10,2.41e-08,1.41686094,TSPAN2
227253_at,5.43e-09,1.17e-07,2.16153456,CP
227261_at,4.48e-06,1.65e-05,1.13931799,KLF12
227266_s_at,5.69e-06,2.02e-05,1.88782601,FYB
227276_at,1.11e-15,7.59e-13,2.15566976,PLXDC2
227295_at,1.41e-07,1.14e-06,1.10912739,IKBIP
227297_at,0.000221715,0.00048315,1.22375974,ITGA9
227300_at,2.78e-11,2.22e-09,1.93673762,TMEM119
227314_at,3.14e-16,3.63e-13,2.62332587,ITGA2
227346_at,0.000934126,0.00176645,1.28179168,IKZF1
227367_at,3.64e-09,8.81e-08,1.27718242,SLCO3A1
227370_at,4.85e-10,2.07e-08,1.49802894,FAM171B
227371_at,8.73e-06,2.89e-05,1.03078995,BAIAP2L1
227372_s_at,0.000507191,0.001018984,1.03848793,BAIAP2L1
227376_at,1.71e-10,9.36e-09,1.34437297,GLI3
227379_at,4.69e-09,1.06e-07,1.02655411,MBOAT1
227386_s_at,3.03e-08,3.85e-07,1.00482425,TMEM200B
227399_at,2.3e-07,1.63e-06,1.40296161,VGLL3
227415_at,2.09e-12,2.81e-10,1.64477546,DGKH
227449_at,4.69e-10,2.02e-08,1.47445451,EPHA4
227452_at,3.72e-09,8.96e-08,1.38536642,LINC00673///LINC00511
227462_at,0.004270249,0.00704535,1.04683521,ERAP2
227475_at,4.06e-08,4.72e-07,1.95639952,FOXQ1
227480_at,8.23e-07,4.26e-06,1.30592397,SUSD2
227514_at,7.65e-10,2.91e-08,1.0603435,ITPRIPL2
227529_s_at,1.72e-06,7.61e-06,1.66379637,AKAP12
227530_at,2.18e-05,6.3e-05,1.09922207,AKAP12
227539_at,1.08e-06,5.26e-06,1.11080416,GNA13
227561_at,7.38e-10,2.83e-08,1.41975812,DDR2
227566_at,2.42e-19,1.66e-15,3.95720988,LOC102725271///NTM
227576_at,2.33e-11,1.92e-09,1.17493151,nan
227607_at,3.22e-07,2.08e-06,1.25033565,STAMBPL1
227609_at,2.59e-08,3.45e-07,1.73908564,EPSTI1
227618_at,3.2e-08,3.99e-07,1.1489783,NHSL2
227620_at,1.58e-09,4.94e-08,1.0297373,SLC44A1
227623_at,1.52e-08,2.4e-07,1.61225065,CACNA2D1
227626_at,8.71e-05,0.000210497,1.14301782,PAQR8
227628_at,1.17e-13,2.82e-11,1.75319459,GPX8
227662_at,0.002310318,0.004023335,1.08281234,SYNPO2
227677_at,9.6e-05,0.000229249,1.00395584,JAK3
227688_at,3.13e-09,7.95e-08,1.09278161,LRCH2
227692_at,1.3e-08,2.16e-07,1.20656846,GNAI1
227697_at,1.77e-05,5.27e-05,1.59501452,SOCS3
227705_at,2.58e-07,1.77e-06,1.32372786,TCEAL7
227713_at,2.91e-11,2.3e-09,1.16048063,KATNAL1
227719_at,5.34e-06,1.91e-05,1.1700272,SMAD9
227725_at,0.000791243,0.0015213,1.36196224,ST6GALNAC1
227727_at,0.00010379,0.000245616,1.04600511,MRGPRF
227740_at,2.31e-07,1.63e-06,1.02723756,UHMK1
227742_at,4.44e-08,5.03e-07,1.47289567,CLIC6
227792_at,3.6e-17,6.79e-14,1.04947946,ITPRIPL2
227801_at,1.44e-10,8.2e-09,1.46273012,TRIM59
227812_at,8.06e-09,1.54e-07,1.22220763,TNFRSF19
227850_x_at,6.01e-05,0.000151827,1.11009723,CDC42EP5
227862_at,1.08e-06,5.26e-06,1.12621772,TRNP1
227870_at,4.69e-07,2.76e-06,1.42309125,IGDCC4
227889_at,1.87e-12,2.57e-10,1.47337912,LPCAT2
227897_at,4.63e-08,5.2e-07,1.59318617,RAP2B
227900_at,1.65e-06,7.35e-06,1.14281487,CBLB
227947_at,2.81e-06,1.12e-05,1.02011813,PHACTR2
227955_s_at,8.5e-12,8.56e-10,1.35782403,EFNA5
227961_at,9.03e-11,5.59e-09,2.08128459,CTSB
227966_s_at,9.89e-14,2.52e-11,1.13401913,CCDC74B///CCDC74A
227971_at,0.000176375,0.000393813,1.11943109,NRK
227995_at,4.31e-13,7.98e-11,1.87087999,PLXDC2
227998_at,1.85e-09,5.47e-08,1.1650921,S100A16
228058_at,0.000324045,0.000679783,1.13548333,ZG16B
228080_at,9.11e-11,5.62e-09,1.4646601,LAYN
228088_at,1.36e-12,2e-10,1.39171403,SESTD1
228095_at,1.02e-09,3.58e-08,1.08534357,PHF14
228109_at,1.15e-08,1.98e-07,1.00299304,RASGRF2
228121_at,4.94e-10,2.09e-08,1.38688022,TGFB2
228128_x_at,1.84e-11,1.58e-09,1.75971093,PAPPA
228141_at,4.06e-15,1.82e-12,2.1346074,GPX8
228143_at,1.47e-05,4.52e-05,1.38183429,CP
228152_s_at,2.33e-08,3.22e-07,1.1570117,DDX60L
228167_at,0.000439326,0.000894039,1.18587687,KLHL6
228188_at,6.48e-07,3.53e-06,1.11654822,FOSL2
228218_at,1.16e-06,5.57e-06,1.29590412,LSAMP
228220_at,9.36e-08,8.49e-07,1.00248337,FCHO2
228224_at,6.56e-07,3.56e-06,1.24210426,PRELP
228273_at,4.68e-07,2.75e-06,1.41505104,PRR11
228280_at,7.03e-10,2.73e-08,1.44855349,ZC3HAV1L
228299_at,9.98e-09,1.8e-07,1.05380843,KCTD20
228314_at,2.52e-05,7.15e-05,1.03134363,LOC101927933///LRRC8C
228333_at,1.33e-06,6.17e-06,1.4130601,ZEB2
228335_at,8.28e-10,3.08e-08,2.53167836,CLDN11
228365_at,1.36e-09,4.37e-08,1.33257323,CPNE8
228396_at,4.84e-10,2.07e-08,1.09813668,PRKG1
228461_at,1.89e-12,2.59e-10,1.07647996,SH3RF3
228481_at,1.93e-15,1.11e-12,2.72556708,nan
228483_s_at,5.57e-08,5.91e-07,1.0573448,TAF9B
228531_at,3.64e-10,1.67e-08,1.71160818,SAMD9
228532_at,4.59e-07,2.72e-06,1.6466068,C1orf162
228573_at,8.28e-11,5.25e-09,1.4943989,ANTXR2
228584_at,9.76e-10,3.46e-08,1.09077191,SGCB
228585_at,1.62e-09,5.03e-08,1.59478741,ENTPD1
228608_at,1.8e-10,9.73e-09,1.72314816,NALCN
228617_at,2.1e-10,1.09e-08,1.87053765,XAF1
228628_at,3.56e-10,1.64e-08,1.4316108,SRGAP2C
228640_at,4.33e-10,1.9e-08,2.76799106,PCDH7
228642_at,1.38e-06,6.36e-06,1.00319476,HOTAIRM1
228670_at,4.24e-05,0.000111959,1.00656303,TEP1
228707_at,2.55e-08,3.42e-07,1.60947174,CLDN23
228729_at,9.01e-06,2.97e-05,1.03884726,CCNB1
228740_at,1.15e-09,3.88e-08,1.15441196,nan
228750_at,1.6e-06,7.19e-06,1.87718908,COL14A1
228754_at,3.37e-15,1.55e-12,2.68187019,SLC6A6
228772_at,8.75e-09,1.64e-07,1.19256355,HNMT
228776_at,2.08e-08,2.97e-07,1.29088709,GJC1
228785_at,7e-10,2.73e-08,1.10106584,ZNF281
228821_at,2.95e-06,1.17e-05,1.24666131,ST6GAL2
228827_at,1.53e-10,8.61e-09,1.7633428,RUNX1T1
228843_at,5.21e-10,2.18e-08,1.02360614,ARL10
228846_at,4.52e-05,0.000118201,1.21163108,MXD1
228904_at,2.13e-15,1.14e-12,2.1736892,HOXB3
228923_at,6.69e-09,1.36e-07,1.40013646,S100A6
228933_at,2.07e-16,2.76e-13,2.01354294,NHS
228937_at,1.87e-07,1.4e-06,1.27557471,LACC1
228946_at,8.81e-11,5.49e-09,1.08860452,INTU
228948_at,1.72e-09,5.23e-08,1.01758354,EPHA4
228964_at,1.76e-06,7.75e-06,1.77489392,PRDM1
229011_at,2.84e-05,7.92e-05,1.02587651,EMP1
229030_at,4.34e-07,2.6e-06,1.92471696,CAPN8
229067_at,3.01e-06,1.19e-05,1.19934668,nan
229095_s_at,6.48e-06,2.25e-05,1.05585474,LOC100507334///LOC100288570///LIMS3-LOC440895///LOC440895
229150_at,9e-07,4.56e-06,1.29726907,nan
229202_at,1.18e-11,1.13e-09,1.03634749,PCNX2
229218_at,1.41e-16,1.92e-13,3.19780624,COL1A2
229225_at,2.7e-10,1.33e-08,1.00101663,NRP2
229256_at,1.79e-15,1.04e-12,1.61020343,PGM2L1
229265_at,1.35e-09,4.35e-08,1.1431558,SKI
229271_x_at,8.3e-08,7.79e-07,1.88113667,COL11A1
229285_at,3.46e-09,8.51e-08,1.09850059,RNASEL
229310_at,2.01e-07,1.47e-06,1.16367494,KLHL29
229390_at,0.003584298,0.006005132,1.17239422,FAM26F
229450_at,3.97e-07,2.44e-06,1.36233727,IFIT3
229459_at,6.05e-17,1e-13,2.36505379,FAM19A5
229479_at,4.88e-16,4.94e-13,2.83291034,nan
229490_s_at,1.75e-07,1.33e-06,1.48791351,nan
229491_at,6.53e-12,7e-10,1.26755804,SLC9B2
229504_at,2.79e-09,7.34e-08,1.54454789,RAB23
229553_at,4.41e-16,4.64e-13,1.69081675,PGM2L1
229554_at,4.41e-14,1.29e-11,2.70972182,LUM
229560_at,1.63e-05,4.93e-05,1.37262367,TLR8
229635_at,1.32e-14,4.99e-12,1.9431565,LINC01094
229669_at,2.87e-11,2.27e-09,1.31135307,CCDC144NL-AS1
229723_at,0.000148784,0.000338032,1.484288,TAGAP
229764_at,4.99e-11,3.52e-09,1.57681593,TPRG1
229795_at,1.46e-11,1.32e-09,1.41148943,nan
229800_at,0.000308975,0.00065099,1.24273018,DCLK1
229802_at,1.21e-15,8.19e-13,3.82012851,WISP1
229842_at,0.002124434,0.003724136,1.00410063,ELF3
229927_at,4.48e-06,1.65e-05,1.3014944,LEMD1
229937_x_at,0.000593435,0.001174859,1.29590161,nan
229947_at,1.39e-09,4.46e-08,2.03259646,PI15
229991_s_at,2.85e-14,9.17e-12,1.01453063,SYTL4
230000_at,2.7e-08,3.56e-07,1.45324055,RNF213
230036_at,4.68e-07,2.76e-06,1.1991453,SAMD9L
230071_at,1.67e-10,9.2e-09,1.74829243,11-Sep
230130_at,1.57e-06,7.06e-06,1.27919811,SLIT2
230147_at,2e-11,1.69e-09,2.57097611,F2RL2
230175_s_at,3.89e-11,2.91e-09,1.34056587,DCBLD2
230206_at,1.73e-06,7.63e-06,1.20141767,DOCK5
230214_at,2.67e-08,3.52e-07,1.423776,MRVI1
230229_at,2.79e-09,7.33e-08,1.17528573,DLG1
230233_at,0.000189025,0.00041891,1.24465356,nan
230252_at,1.62e-05,4.9e-05,1.09240455,LPAR5
230261_at,8.22e-05,0.000200127,1.00179896,ST8SIA4
230264_s_at,9.11e-06,3e-05,1.00931671,AP1S2
230318_at,8.09e-06,2.72e-05,1.18152497,SERPINA1
230319_at,2.2e-05,6.35e-05,1.13732621,nan
230323_s_at,0.00104629,0.001957632,1.4088581,TMEM45B
230360_at,1.64e-05,4.95e-05,1.03687194,GLDN
230383_x_at,1.53e-06,6.92e-06,1.00011442,SLFN5
230387_at,5.23e-10,2.19e-08,1.21909313,nan
230422_at,2.07e-09,5.95e-08,1.64889413,FPR3
230424_at,2.15e-14,7.33e-12,1.51195508,NREP
230493_at,1.98e-15,1.11e-12,2.49684627,SHISA2
230494_at,2.82e-07,1.89e-06,1.19739737,SLC20A1
230550_at,2.58e-06,1.05e-05,1.54796813,MS4A6A
230640_at,4.72e-09,1.06e-07,1.06471347,FMNL3
230708_at,8.89e-08,8.18e-07,1.24135031,PRICKLE1
230722_at,1.21e-11,1.15e-09,1.94233012,BNC2
230741_at,3.82e-08,4.52e-07,1.24617116,P2RX7
230746_s_at,1.28e-05,4e-05,1.113666,nan
230748_at,2.59e-06,1.05e-05,1.2049281,SLC16A6
230836_at,4.92e-07,2.86e-06,1.83279513,ST8SIA4
230875_s_at,7.76e-10,2.94e-08,1.18820884,ATP11A
230906_at,8.22e-11,5.23e-09,1.08488002,GALNT10
230925_at,6.62e-05,0.000165514,1.0248824,APBB1IP
231029_at,2.04e-06,8.68e-06,1.47101081,F5
231067_s_at,3.16e-05,8.66e-05,1.15284116,AKAP12
231098_at,7.54e-07,3.98e-06,1.05517598,nan
231130_at,2.54e-12,3.26e-10,1.69433966,FKBP7
231213_at,9e-10,3.27e-08,1.67260235,PDE1A
231240_at,2.76e-15,1.4e-12,2.04862845,DIO2
231577_s_at,3.61e-07,2.26e-06,2.16750225,GBP1
231579_s_at,4.34e-12,5.03e-10,1.51931086,TIMP2
231646_at,0.001504203,0.002721183,1.16453163,DPCR1
231697_s_at,1.77e-08,2.68e-07,1.01161555,MIR21///VMP1
231726_at,8.64e-10,3.17e-08,1.2644425,PCDHB14
231766_s_at,5.99e-13,1.05e-10,2.96356174,COL12A1
231771_at,0.001358792,0.002481279,1.18649397,GJB6
231775_at,5.57e-09,1.19e-07,1.23285073,TNFRSF10A
231779_at,2.61e-10,1.3e-08,1.13978245,IRAK2
231807_at,1.15e-14,4.52e-12,1.40647806,KIAA1217
231822_at,2.06e-10,1.08e-08,1.04009469,CTTNBP2NL
231823_s_at,1.38e-13,3.2e-11,1.31111844,SH3PXD2B
231832_at,5.82e-07,3.25e-06,1.17385693,POC1B-GALNT4///GALNT4
231879_at,2.61e-12,3.32e-10,2.50357514,COL12A1
231941_s_at,7.67e-08,7.37e-07,1.5019705,MUC20
231956_at,1.88e-09,5.54e-08,1.50282721,RNF213
231964_at,3.62e-11,2.74e-09,1.8669682,BICD1
231993_at,1.03e-13,2.56e-11,2.62969332,ITGBL1
232024_at,6.48e-06,2.25e-05,1.81820509,GIMAP2
232090_at,3.92e-11,2.93e-09,1.88698703,DNM3OS
232094_at,1.27e-07,1.05e-06,1.09812356,KATNBL1
232095_at,5.63e-10,2.31e-08,1.22359261,nan
232113_at,8.29e-12,8.4e-10,2.15526266,nan
232164_s_at,1.47e-08,2.35e-07,1.80934872,EPPK1
232165_at,1.7e-07,1.3e-06,1.42568825,EPPK1
232202_at,1.58e-05,4.8e-05,1.15008494,FAM83B
232213_at,1.33e-05,4.15e-05,1.06058424,PELI1
232231_at,7.38e-11,4.83e-09,2.92838651,RUNX2
232304_at,3.93e-06,1.48e-05,1.3238356,PELI1
232356_at,3.78e-07,2.34e-06,1.00101451,nan
232453_at,1.11e-10,6.62e-09,1.62302801,nan
232458_at,1.53e-15,9.39e-13,3.12382729,COL3A1
232476_at,4.87e-13,8.76e-11,1.32148817,nan
232530_at,1.42e-08,2.3e-07,1.39120736,PLD1
232544_at,5.74e-09,1.21e-07,1.56734667,nan
232568_at,2.2e-13,4.71e-11,2.33390647,MGC24103
232578_at,1.4e-06,6.44e-06,2.99989923,CLDN18
232584_at,5.99e-10,2.41e-08,1.77246491,nan
232617_at,5.37e-05,0.000137507,1.17048827,CTSS
232797_at,3.11e-09,7.92e-08,1.15150157,nan
232843_s_at,6.18e-05,0.000155741,1.39740655,DOCK8
232914_s_at,5.76e-10,2.34e-08,1.90429203,SYTL2
232935_at,6.63e-06,2.29e-05,1.13021514,nan
233011_at,0.005893884,0.00947287,1.03195363,ANXA1
233036_at,8.91e-12,8.86e-10,1.49415806,nan
233085_s_at,0.000303194,0.000640216,1.04114488,NABP1
233090_at,4.82e-12,5.47e-10,1.44011141,nan
233109_at,8.31e-09,1.58e-07,1.52434785,COL12A1
233223_at,5.52e-06,1.97e-05,1.17278461,nan
233364_s_at,5.12e-12,5.76e-10,2.14479165,nan
233446_at,0.002312341,0.004026474,1.13830607,ONECUT2
233547_x_at,2.82e-08,3.67e-07,1.20835334,PDE1A
233555_s_at,1.89e-10,1.01e-08,2.10614738,SULF2
233587_s_at,1.01e-09,3.54e-08,1.29312451,SIPA1L2
233614_at,5.05e-07,2.92e-06,1.29608611,nan
233690_at,1.19e-09,3.95e-08,2.04585037,nan
233814_at,1.99e-12,2.7e-10,1.82802869,EFNA5
234103_at,2e-10,1.06e-08,1.12945075,KCNT2
234105_at,1.51e-06,6.82e-06,1.05713745,nan
234645_at,1.5e-07,1.19e-06,1.07049575,nan
234764_x_at,0.000798482,0.001533278,1.5016879,IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1
234994_at,8.26e-12,8.39e-10,2.60096915,TMEM200A
235008_at,3.31e-12,4.04e-10,1.25842046,nan
235046_at,4.85e-10,2.07e-08,1.68414759,INPP4B
235074_at,1.19e-10,7e-09,1.08382813,SPRED1
235085_at,1.71e-07,1.31e-06,1.09927076,SGK223
235094_at,1.09e-07,9.48e-07,1.41838024,nan
235182_at,1.6e-11,1.42e-09,1.96397886,ISM1
235229_at,6.88e-10,2.69e-08,2.13592142,nan
235286_at,5.45e-12,6.06e-10,1.07243957,nan
235296_at,1.28e-16,1.79e-13,1.44871493,EIF5A2
235318_at,1.05e-11,1.02e-09,2.18647983,FBN1
235352_at,4.37e-08,4.98e-07,1.28305276,MR1
235371_at,7.4e-12,7.66e-10,2.05813126,GXYLT2
235385_at,0.000481584,0.000972614,1.01310572,1-Mar
235392_at,1.56e-12,2.24e-10,1.04078546,nan
235408_x_at,5.17e-10,2.17e-08,1.09390025,ZNF117
235421_at,1.89e-07,1.41e-06,1.33792236,MAP3K8
235457_at,5.82e-10,2.36e-08,1.3362538,MAML2
235458_at,5.73e-09,1.21e-07,1.20039173,HAVCR2
235463_s_at,2.79e-07,1.87e-06,1.06570892,CERS6
235476_at,7.75e-07,4.07e-06,1.18468327,TRIM59///IFT80
235489_at,1.6e-05,4.86e-05,1.19840493,RHOJ
235518_at,1.84e-05,5.46e-05,1.00962055,SLC8A1
235521_at,9.78e-14,2.51e-11,2.14546892,HOXA3
235593_at,0.00025365,0.000545203,1.00413344,ZEB2
235606_at,5.73e-12,6.35e-10,1.03830168,DUBR
235616_at,4.61e-12,5.29e-10,1.89988383,TSHZ2
235629_at,3.28e-16,3.67e-13,2.8886776,nan
235705_at,2.57e-11,2.08e-09,1.16766875,nan
235723_at,7.21e-07,3.84e-06,1.02004323,BNC2
235733_at,1.59e-10,8.87e-09,1.49428065,GXYLT2
235740_at,2.08e-07,1.51e-06,1.15780635,MCTP1
235746_s_at,1.94e-09,5.67e-08,1.20222447,PLA2R1
235821_at,2.81e-16,3.42e-13,2.18642821,WISP1
235834_at,9.59e-13,1.52e-10,1.25835798,CALD1
235911_at,1.64e-08,2.52e-07,1.04676432,MELTF
235944_at,3.03e-11,2.37e-09,1.9797421,HMCN1
235952_at,5.59e-10,2.3e-08,1.51658317,DGKH
236028_at,5.1e-06,1.84e-05,1.03119928,IBSP
236044_at,1.28e-12,1.91e-10,2.2263166,PLPP4
236114_at,5.59e-13,9.82e-11,2.1492781,nan
236129_at,5.9e-06,2.08e-05,1.11684785,GALNT5
236179_at,4.28e-13,7.98e-11,2.63380715,CDH11
236215_at,7.53e-12,7.75e-10,1.16386562,nan
236251_at,8.88e-10,3.24e-08,1.11715018,nan
236297_at,1.44e-15,9.02e-13,2.50046024,PLXDC2
236313_at,3.05e-10,1.46e-08,2.3649748,CDKN2B
236322_at,1.97e-09,5.73e-08,1.67384463,nan
236429_at,2.43e-12,3.14e-10,1.18423507,ZNF83
236495_at,0.000161768,0.000364488,1.20086459,nan
236561_at,2.48e-10,1.25e-08,1.56775119,TGFBR1
236610_at,2.93e-05,8.12e-05,1.01196285,nan
236738_at,6.62e-10,2.62e-08,1.0115256,C3orf80
236764_at,1.02e-11,9.98e-10,1.2095312,nan
237094_at,6.14e-11,4.15e-09,1.34348219,FAM19A5
237159_x_at,1.46e-07,1.17e-06,1.06535316,AP1S3
237183_at,1.1e-05,3.5e-05,1.0338774,GALNT5
237290_at,4.61e-05,0.00012044,1.10402288,nan
237411_at,1.33e-09,4.31e-08,1.08645267,ADAMTS6
237491_at,1.14e-08,1.98e-07,1.31648561,nan
238013_at,4.6e-05,0.000120192,1.00548778,PLEKHA2
238017_at,1.77e-08,2.67e-07,2.31520076,SDR16C5
238029_s_at,5.35e-09,1.16e-07,1.42848313,SLC16A14
238317_x_at,1.19e-06,5.64e-06,1.20877959,nan
238332_at,0.000266646,0.000570089,1.04545759,ANKRD29
238430_x_at,3.16e-07,2.05e-06,1.26401879,SLFN5
238439_at,4.41e-06,1.63e-05,1.30858993,ANKRD22
238447_at,3.61e-09,8.76e-08,1.43664676,RBMS3
238455_at,7.24e-16,5.83e-13,2.49299126,PLXDC2
238478_at,8.87e-12,8.83e-10,2.03512573,BNC2
238481_at,1.17e-12,1.78e-10,2.53209875,MGP
238534_at,1.16e-05,3.68e-05,1.0836516,LRRFIP1
238542_at,3.73e-08,4.45e-07,1.2315936,ULBP2
238567_at,6.58e-07,3.57e-06,1.10519432,SGPP2
238577_s_at,9.69e-11,5.91e-09,1.76298158,TSHZ2
238592_at,2.67e-05,7.5e-05,1.09707566,nan
238593_at,1.38e-09,4.42e-08,1.59941744,C11orf80
238604_at,1.54e-07,1.21e-06,1.05353616,nan
238617_at,1.37e-17,3.55e-14,2.88915983,KIF26B
238623_at,1.24e-11,1.18e-09,2.23232485,nan
238668_at,0.00011198,0.000262599,1.3816807,NCKAP1L
238689_at,4.7e-06,1.72e-05,1.13978583,ADGRF1
238756_at,6.97e-08,6.87e-07,1.48545976,GAS2L3
238769_at,1.98e-08,2.88e-07,1.27160671,nan
238852_at,3.51e-13,6.85e-11,2.18987789,PRRX1
238868_at,6.96e-08,6.87e-07,1.08807035,UACA
238909_at,7.29e-05,0.000180151,1.01589136,S100A10
239258_at,2.68e-07,1.82e-06,1.16105818,nan
239272_at,1.63e-08,2.52e-07,1.44706606,MMP28
239286_at,4.34e-13,7.99e-11,1.62227423,CDH11
239292_at,2.25e-07,1.6e-06,1.40056462,nan
239294_at,0.0001481,0.00033666,1.16644236,PIK3CG
239296_at,9.1e-06,3e-05,1.33614615,nan
239331_at,6.95e-06,2.39e-05,1.12701017,nan
239519_at,8.35e-07,4.31e-06,1.12154269,nan
239672_at,1.58e-07,1.23e-06,1.17943908,nan
239809_at,5.68e-09,1.2e-07,1.2568873,nan
239999_at,2.65e-08,3.51e-07,1.31199887,MIR99AHG
240146_at,3.9e-06,1.47e-05,1.04010695,nan
240176_at,7.15e-11,4.71e-09,1.24039972,nan
240232_at,9.53e-05,0.000227741,1.06021111,nan
240303_at,0.00011619,0.000271414,1.27698246,TMC5
240304_s_at,2.44e-09,6.7e-08,2.95797135,TMC5
240370_at,6.37e-13,1.1e-10,1.0981284,nan
240432_x_at,1.14e-10,6.76e-09,1.60114522,KLF7
240440_at,9.35e-08,8.49e-07,1.33486901,NPL
240502_at,3.71e-11,2.79e-09,1.35973951,nan
240665_at,0.000623787,0.001228741,1.02817158,nan
240690_at,4.88e-05,0.000126431,1.06502518,nan
240861_at,9.5e-10,3.39e-08,1.57940573,nan
240868_at,6e-11,4.07e-09,1.54508329,LOC100129406
240991_at,1.04e-05,3.36e-05,1.03821414,nan
241137_at,8.62e-05,0.000208527,1.53132255,DPCR1
241435_at,1.93e-05,5.69e-05,1.40603336,nan
241457_at,2.45e-07,1.7e-06,1.4657216,nan
241473_at,8.72e-19,4.33e-15,2.55367697,nan
