Gene,p.value,P.adjusted.BH,logFC,Gene.symbol
8050007,7.45e-07,1.7e-05,1.1653407,PXDN
8050160,5.41e-14,5.21e-11,1.5977576,MBOAT2
8050537,3.4e-08,1.48e-06,1.3906947,MATN3
8051322,8.38e-10,8.17e-08,1.1333331,XDH
8053417,1.02e-11,2.85e-09,1.409224,CAPG
8054479,1.18e-09,1.06e-07,1.0471758,MALL
8056113,2.13e-09,1.69e-07,1.3270969,LY75-CD302///LY75
8056151,9.31e-09,5.21e-07,1.1070027,PLA2R1
8056184,7.69e-11,1.31e-08,2.0767924,ITGB6///ITGB6
8056257,1.38e-06,2.74e-05,1.4972633,FAP
8057620,7.25e-07,1.66e-05,1.3867727,COL5A2
8058765,2.6e-11,5.83e-09,2.2111,FN1
8058857,2.33e-06,4.11e-05,1.3557069,IGFBP5
8059279,7.53e-09,4.45e-07,1.1711916,EPHA4
8059905,1.32e-05,0.000163944,1.2233471,COL6A3
8060940,1.02e-06,2.19e-05,1.2891922,LAMP5
8061579,3.02e-09,2.22e-07,1.1088969,TPX2
8063115,2.73e-08,1.24e-06,1.1166764,MMP9
8064904,8.9e-12,2.57e-09,1.5010753,FERMT1
8065412,4.24e-10,4.77e-08,2.0248356,CST1
8065416,1.45e-10,2.04e-08,1.2321847,CST2
8065948,4.69e-12,1.61e-09,1.089496,FER1L4
8066214,1.55e-07,4.88e-06,1.205276,TGM2
8066493,1.27e-10,1.84e-08,1.7899024,SLPI
8066822,3.56e-06,5.73e-05,1.0889349,SULF2
8067125,3.35e-12,1.26e-09,1.5367902,BCAS1
8070574,4.69e-05,0.000450145,1.1430847,TFF2
8070579,2.87e-08,1.29e-06,1.9432884,TFF1
8071758,3.09e-11,6.55e-09,1.5014524,MMP11
8072735,6.14e-12,1.93e-09,1.5050227,APOL1
8077366,1.68e-07,5.13e-06,1.1022207,LRRN1
8078014,8.33e-10,8.15e-08,1.2712856,SLC6A6
8081235,9.38e-09,5.24e-07,1.4414827,COL8A1
8081818,2.6e-14,3.41e-11,2.0244218,nan
8082928,1.4e-09,1.21e-07,2.1265416,CLDN18
8083146,1.45e-05,0.000177506,1.0651547,PLS1
8083941,3.61e-12,1.34e-09,1.3293738,ECT2
8084794,1.7e-10,2.31e-08,1.0983738,IL1RAP
8086517,1.28e-11,3.37e-09,1.1710249,CDCP1
8087547,1.57e-14,2.38e-11,1.1476047,MST1R
8089082,2.05e-08,9.91e-07,1.0321687,DCBLD2
8090180,2.13e-06,3.83e-05,1.6196007,MUC13
8091385,2.85e-06,4.81e-05,1.767232,CP
8092541,2.14e-10,2.72e-08,1.6364271,LIPH
8093950,1.6e-15,4.61e-12,1.2260793,S100P
8094028,8.66e-09,4.93e-07,1.2469322,AFAP1-AS1
8094520,7.8e-12,2.27e-09,1.0136969,PCDH7
8095744,0.000667548,0.003753692,1.0105213,AREG
8095986,2.9e-07,7.91e-06,1.0462073,ANXA3
8097692,1.28e-08,6.68e-07,1.3127658,EDNRA
8098246,2.13e-10,2.72e-08,2.3579367,ANXA10
8100154,3.54e-08,1.52e-06,1.0800867,CORIN
8100298,9.45e-10,8.94e-08,1.1130531,OCIAD2
8100464,9.15e-10,8.69e-08,1.0295189,NMU
8100798,2.71e-05,0.000288704,1.0806951,SULT1B1
8100977,7e-09,4.2e-07,1.5615738,CXCL5
8101429,1.79e-09,1.48e-07,1.8359027,PLAC8
8102232,8.92e-11,1.44e-08,1.3104127,LEF1
8102950,6.46e-11,1.16e-08,1.12227,INPP4B
8103563,2.16e-08,1.03e-06,1.0535862,DDX60
8103769,2.4e-05,0.00026155,1.1121756,HPGD
8104746,5.98e-08,2.3e-06,1.2844418,NPR3
8104758,5.91e-08,2.28e-06,1.4628456,NPR3
8104788,4.35e-09,2.92e-07,1.0131847,RAI14
8105267,1.84e-13,1.44e-10,2.2658244,ITGA2
8105300,3.27e-11,6.84e-09,1.609466,nan
8105348,4.79e-07,1.19e-05,1.0094489,GPX8
8106743,1.9e-07,5.68e-06,1.7040513,VCAN
8108217,9.01e-08,3.2e-06,1.1341551,TGFBI
8109926,1.98e-07,5.89e-06,2.0308344,GABRP
8111387,4.32e-11,8.49e-09,1.4163264,ADAMTS12
8112045,5.04e-12,1.65e-09,1.0108476,ESM1
8112342,6.58e-10,6.71e-08,1.038462,ADAMTS6
8112980,3.73e-08,1.58e-06,1.5138422,EDIL3
8113433,5.82e-12,1.85e-09,1.1553482,EFNA5
8114920,2.25e-06,3.99e-05,1.1362667,DPYSL3
8116579,7.3e-11,1.26e-08,1.1159918,FOXQ1
8117589,1.98e-10,2.58e-08,1.1253782,HIST1H3H
8118061,2.6e-09,1.96e-07,2.1386271,DPCR1
8120043,1.54e-12,7.16e-10,1.2121193,RUNX2
8120719,6.44e-09,3.98e-07,1.2498704,CD109
8120967,4.31e-07,1.09e-05,1.208268,NT5E
8123104,9.89e-08,3.46e-06,1.4763207,FNDC1
8123246,3.13e-07,8.42e-06,1.14787,SLC22A3
8124531,1.91e-09,1.56e-07,1.0039847,HIST1H3I
8124707,1.69e-08,8.34e-07,1.3998011,TRIM31
8125149,2.3e-09,1.79e-07,1.2232882,SLC44A4
8126820,4.41e-10,4.91e-08,1.6035156,ADGRF1
8127563,1.34e-08,6.9e-07,1.732026,COL12A1
8129082,1.51e-13,1.25e-10,1.5692449,COL10A1
8130867,1.3e-08,6.74e-07,1.6264449,THBS2
8132318,9.89e-11,1.53e-08,1.6620173,ANLN
8132557,9.41e-08,3.32e-06,1.1198558,AEBP1
8134263,1.87e-06,3.47e-05,1.4878544,COL1A2///COL1A2
8135048,1.68e-06,3.19e-05,1.7016829,MUC17
8135601,1.25e-11,3.36e-09,1.4803842,MET
8138289,1.27e-07,4.22e-06,1.0579796,ETV1
8138381,1.34e-12,6.44e-10,2.1373789,AGR2
8138466,3.35e-05,0.000342901,1.0055842,MACC1
8138566,2.1e-08,1e-06,1.1658791,IGF2BP3
8138613,8.63e-10,8.3e-08,1.1831684,OSBPL3
8139207,1.79e-09,1.48e-07,1.6588511,INHBA///INHBA
8140534,6.73e-05,0.000603409,1.0999293,SEMA3C
8141206,1.79e-09,1.48e-07,1.2480627,BAIAP2L1
8145293,3.05e-07,8.23e-06,1.141082,ADAM28
8146000,6.06e-09,3.8e-07,1.1530387,ADAM9
8146863,8.81e-10,8.39e-08,1.9594916,SULF1
8147777,1.37e-10,1.96e-08,1.0049256,CTHRC1
8148220,2e-07,5.94e-06,1.3372369,FER1L6
8149071,4.58e-07,1.15e-05,1.0255767,ANGPT2
8149774,4.49e-10,4.99e-08,1.2380353,LOXL2
8150509,3.46e-08,1.5e-06,1.3462227,PLAT
8150889,2.37e-14,3.26e-11,1.5155709,SDR16C5
8152703,6.26e-14,5.83e-11,1.4711818,FBXO32
8155214,3.79e-09,2.61e-07,1.1532836,MELK
8158167,5.96e-06,8.79e-05,1.1424984,LCN2
8167973,9.17e-09,5.16e-07,1.2034709,HEPH
8168749,3.68e-06,5.9e-05,1.1052856,SRPX2
8169263,3.27e-09,2.37e-07,1.9952567,VSIG1
8169504,3.75e-14,3.87e-11,3.075768,SLC6A14
8170648,5.05e-07,1.24e-05,1.2178456,BGN
8171172,7.1e-08,2.67e-06,1.1398482,MXRA5
8173444,7.21e-08,2.69e-06,1.0835424,IL2RG
8178330,5.53e-09,3.55e-07,1.6341369,TRIM31
8178653,2.3e-09,1.79e-07,1.2232882,SLC44A4
8179221,4.18e-09,2.83e-07,2.158482,DPCR1
8179617,3.41e-09,2.45e-07,1.6445847,TRIM31
8179861,2.3e-09,1.79e-07,1.2232882,SLC44A4
